Unnamed: 0,Complaint ID,Product,Sub-product,Issue,Sub-issue,State,ZIP code,Date received,Date sent to company,Company,Company response,Timely response?,Consumer disputed?
8242,1242954,Payday loan,,Received a loan I didn't apply for,,AL,35224.0,2015-02-17,2015-02-17,Red Rock Tribal Lending,Closed with explanation,Yes,
24628,1189285,Debt collection,Mortgage,Communication tactics,Frequent or repeated calls,NH,3104.0,2015-01-10,2015-01-13,Nationstar Mortgage,Closed with explanation,Yes,
27038,1181025,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,WI,54703.0,2015-01-05,2015-01-08,PNC Bank,Closed with explanation,Yes,
24840,1188857,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,NJ,7302.0,2015-01-09,2015-01-09,Wells Fargo,Closed with explanation,Yes,
5343,1257130,Debt collection,Auto,Communication tactics,Called outside of 8am-9pm,TN,38134.0,2015-02-24,2015-02-25,Exeter Finance Corp,Closed with explanation,Yes,
4702,1256228,Debt collection,"Other (phone, health club, etc.)",False statements or representation,Attempted to collect wrong amount,MI,49423.0,2015-02-25,2015-03-03,SquareTwo Financial Corporation,Closed with explanation,Yes,
22727,1193880,Debt collection,"Other (phone, health club, etc.)",Taking/threatening an illegal action,Attempted to/Collected exempt funds,IL,61839.0,2015-01-15,2015-01-21,First Data Corporation,Closed with explanation,Yes,
13064,1226579,Debt collection,Credit card,Improper contact or sharing of info,Talked to a third party about my debt,PA,17764.0,2015-02-05,2015-02-20,"Continental Finance Company, LLC",Closed with explanation,Yes,
11311,1233589,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,CA,92335.0,2015-02-10,2015-02-13,Wells Fargo,Closed with explanation,Yes,
13317,1227603,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,NJ,8904.0,2015-02-05,2015-02-10,"Credit Protection Association, L.P.",Closed with explanation,Yes,
10221,1237649,Credit card,,Advertising and marketing,,TX,75033.0,2015-02-12,2015-02-19,JPMorgan Chase,Closed with explanation,Yes,
20865,1200931,Bank account or service,Checking account,"Account opening, closing, or management",,PA,15222.0,2015-01-20,2015-01-23,First Niagara Bank,Closed with explanation,Yes,
5708,1251696,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,MD,20912.0,2015-02-23,2015-02-23,"CCS Financial Services, Inc.",Closed with explanation,Yes,
8622,1242924,Credit card,,Convenience checks,,MA,1951.0,2015-02-17,2015-02-17,Barclays,Closed with explanation,Yes,
7117,1246320,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,MA,25542.0,2015-02-19,2015-02-25,Wells Fargo,In progress,Yes,
22086,1197927,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,SC,29123.0,2015-01-16,2015-01-17,BB&T Financial,Closed with explanation,Yes,
2281,1266603,Credit card,,Late fee,,GA,30062.0,2015-03-03,2015-03-04,Bank of America,In progress,Yes,
18347,1209277,Credit reporting,,Incorrect information on credit report,Account status,FL,32810.0,2015-01-26,2015-01-26,Equifax,Closed with explanation,Yes,
15268,1220540,Credit reporting,,Incorrect information on credit report,Information is not mine,FL,34266.0,2015-02-02,2015-02-02,Experian,Closed with explanation,Yes,
12389,1229963,Credit card,,Balance transfer fee,,NY,10010.0,2015-02-07,2015-02-07,Bank of America,Closed with explanation,Yes,Yes
27085,1183268,Debt collection,Credit card,False statements or representation,Attempted to collect wrong amount,NY,11704.0,2015-01-05,2015-01-06,Resurgent Capital Services L.P.,Closed with explanation,Yes,
16153,1219509,Bank account or service,Checking account,Problems caused by my funds being low,,FL,33935.0,2015-01-30,2015-02-03,Regions,Closed with monetary relief,Yes,
1968,1268727,Credit card,,APR or interest rate,,NJ,7731.0,2015-03-04,2015-03-05,JPMorgan Chase,Closed with monetary relief,Yes,
2129,1266724,Mortgage,VA mortgage,"Application, originator, mortgage broker",,NY,13439.0,2015-03-04,2015-03-04,"New Day Financial, LLC",Closed with explanation,Yes,
11681,1232385,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,NJ,7981.0,2015-02-09,2015-02-12,Equifax,Closed with non-monetary relief,Yes,
11304,1233673,Debt collection,Payday loan,Improper contact or sharing of info,Talked to a third party about my debt,MI,48174.0,2015-02-10,2015-03-04,"Sokaogon Finance, Inc.",Closed with explanation,Yes,
26839,1180307,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,NJ,7640.0,2015-01-05,2015-01-05,Allied Interstate LLC,Closed with non-monetary relief,Yes,
21928,1198378,Credit card,,Identity theft / Fraud / Embezzlement,,NJ,7008.0,2015-01-17,2015-01-18,Wells Fargo,Closed with explanation,Yes,
19726,1203944,Student loan,Non-federal student loan,Dealing with my lender or servicer,,OH,44134.0,2015-01-22,2015-01-22,Navient,Closed with non-monetary relief,Yes,
2819,1262476,Credit reporting,,Incorrect information on credit report,Information is not mine,MA,2461.0,2015-03-02,2015-03-02,Equifax,In progress,Yes,
20413,1203244,Debt collection,,Communication tactics,Called after sent written cease of comm,OH,45065.0,2015-01-21,2015-01-21,"National Credit Adjusters, LLC",Closed with explanation,Yes,
16594,1216029,Bank account or service,Checking account,"Account opening, closing, or management",,OH,44116.0,2015-01-29,2015-01-29,The Huntington National Bank,Closed with monetary relief,Yes,
27029,1181097,Consumer loan,Vehicle loan,Managing the loan or lease,,MI,49420.0,2015-01-05,2015-01-09,The Huntington National Bank,Closed with explanation,Yes,
24965,1187780,Debt collection,Payday loan,Cont'd attempts collect debt not owed,Debt is not mine,TX,75075.0,2015-01-09,2015-01-14,"National Credit Adjusters, LLC",Closed with explanation,Yes,No
18134,1209675,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,TX,76905.0,2015-01-26,2015-01-26,"Pinnacle Credit Services, LLC",Closed with explanation,Yes,
12708,1228141,Mortgage,Other mortgage,Credit decision / Underwriting,,CA,95003.0,2015-02-06,2015-02-11,JPMorgan Chase,Closed with explanation,Yes,Yes
25589,1186200,Bank account or service,Savings account,Deposits and withdrawals,,NY,10044.0,2015-01-08,2015-01-08,Astoria Bank,Closed with explanation,Yes,Yes
18422,1210387,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,NJ,8012.0,2015-01-26,2015-01-30,Ocwen,Closed with explanation,Yes,Yes
19827,1204219,Credit reporting,,Incorrect information on credit report,Information is not mine,WA,98166.0,2015-01-22,2015-01-22,Experian,Closed with explanation,Yes,
9891,1238453,Bank account or service,Checking account,Problems caused by my funds being low,,CA,94132.0,2015-02-12,2015-02-12,Bank of America,Closed with monetary relief,Yes,
23827,1194117,Debt collection,Medical,False statements or representation,Attempted to collect wrong amount,TX,75219.0,2015-01-13,2015-01-15,"Credit Systems International, Inc.",Closed with explanation,Yes,
27169,1181535,Credit reporting,,Incorrect information on credit report,Public record,IL,60540.0,2015-01-05,2015-01-05,TransUnion,Closed with explanation,Yes,No
8008,1245590,Debt collection,Credit card,Disclosure verification of debt,Not given enough info to verify debt,NY,13142.0,2015-02-18,2015-02-18,JPMorgan Chase,Closed with explanation,Yes,
16693,1217165,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,Right to dispute notice not received,WA,98033.0,2015-01-29,2015-01-29,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,Yes,Yes
7841,1244086,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,CA,92165.0,2015-02-18,2015-02-18,Equifax,Closed with non-monetary relief,Yes,
6417,1250827,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,PA,15010.0,2015-02-21,2015-02-21,Bank of America,In progress,Yes,
20241,1203571,Credit card,,Advertising and marketing,,CA,92688.0,2015-01-21,2015-01-26,Capital One,In progress,Yes,
20067,1204604,Bank account or service,Checking account,"Account opening, closing, or management",,SC,29607.0,2015-01-22,2015-01-26,SunTrust Bank,Closed with explanation,Yes,
12315,1230183,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,MD,20832.0,2015-02-07,2015-02-07,"Convergent Resources, Inc.",Closed with explanation,Yes,
11876,1230700,Bank account or service,Other bank product/service,"Account opening, closing, or management",,PA,19440.0,2015-02-09,2015-02-09,PNC Bank,In progress,Yes,
14108,1225143,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,SC,29223.0,2015-02-04,2015-02-09,"Shellpoint Partners, LLC",Closed with explanation,Yes,Yes
17192,1215163,Credit reporting,,Incorrect information on credit report,Account status,CA,95825.0,2015-01-28,2015-02-03,Experian,Closed with non-monetary relief,Yes,
24086,1201023,Bank account or service,(CD) Certificate of deposit,Deposits and withdrawals,,WA,98292.0,2015-01-12,2015-01-13,Washington Federal,Closed with explanation,Yes,
13152,1226462,Bank account or service,Checking account,Deposits and withdrawals,,FL,32803.0,2015-02-05,2015-02-10,SunTrust Bank,Closed with explanation,Yes,Yes
22607,1195096,Bank account or service,Checking account,"Account opening, closing, or management",,MD,20743.0,2015-01-15,2015-01-15,SunTrust Bank,Closed with explanation,Yes,
17566,1211764,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,PA,19146.0,2015-01-27,2015-01-27,Ocwen,Closed with explanation,Yes,
20329,1201004,Credit reporting,,Incorrect information on credit report,Account status,WI,53147.0,2015-01-21,2015-01-21,Equifax,Closed with explanation,Yes,
4093,1257798,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,NY,10595.0,2015-02-26,2015-03-04,Bank of the West,Closed with explanation,Yes,
19141,1206046,Mortgage,Home equity loan or line of credit,"Loan servicing, payments, escrow account",,NJ,7869.0,2015-01-23,2015-01-28,Bank of America,Closed with explanation,Yes,Yes
19230,1208124,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,CA,95037.0,2015-01-23,2015-02-05,Nationstar Mortgage,Closed with explanation,Yes,Yes
20925,1201156,Bank account or service,Other bank product/service,"Account opening, closing, or management",,TX,78950.0,2015-01-20,2015-01-20,Capital One,Closed with monetary relief,Yes,
6682,1250429,Mortgage,Conventional adjustable mortgage (ARM),Settlement process and costs,,CA,91412.0,2015-02-20,2015-02-20,Wells Fargo,In progress,Yes,
5525,1257216,Debt collection,Payday loan,Disclosure verification of debt,Right to dispute notice not received,CA,90025.0,2015-02-24,2015-02-25,Ad Astra Recovery Services Inc,Closed with explanation,Yes,
16793,1214998,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,CO,80501.0,2015-01-28,2015-02-03,Veripro Solutions Inc.,Closed with explanation,Yes,
11621,1232174,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,FL,34684.0,2015-02-09,2015-02-10,PNC Bank,In progress,Yes,
7930,1246725,Credit reporting,,Incorrect information on credit report,Account status,WV,26059.0,2015-02-18,2015-02-19,TransUnion,Closed with explanation,Yes,Yes
21964,1197376,Credit card,,Late fee,,CA,94040.0,2015-01-16,2015-01-16,TD Bank,Closed with monetary relief,Yes,
5780,1251900,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,MO,63020.0,2015-02-23,2015-02-23,Ocwen,Closed with explanation,Yes,
8124,1245041,Debt collection,,Disclosure verification of debt,Not given enough info to verify debt,TX,77030.0,2015-02-18,2015-02-18,"CL Holdings, LLC",Closed with monetary relief,Yes,
23315,1194284,Credit reporting,,Incorrect information on credit report,Account status,CA,93737.0,2015-01-14,2015-01-20,Citibank,Closed with non-monetary relief,Yes,
25378,1187198,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,MD,20754.0,2015-01-08,2015-01-08,Wells Fargo,Closed with explanation,Yes,Yes
196,1283368,Credit card,,Other,,MD,21830.0,2015-03-14,2015-03-14,JPMorgan Chase,Closed with explanation,Yes,
26287,1182143,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,PA,19026.0,2015-01-06,2015-01-15,"Convergent Resources, Inc.",Closed with explanation,Yes,No
4688,1256951,Consumer loan,Installment loan,Problems when you are unable to pay,,MO,63028.0,2015-02-25,2015-03-06,World Acceptance Corporation,Closed with explanation,Yes,
12351,1230170,Credit card,,Rewards,,NY,11102.0,2015-02-07,2015-02-07,Wells Fargo,Closed with monetary relief,Yes,Yes
23143,1193466,Credit reporting,,Incorrect information on credit report,Account status,FL,32514.0,2015-01-14,2015-01-21,TransUnion,Closed with explanation,Yes,Yes
7834,1244072,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,FL,33126.0,2015-02-18,2015-02-18,Wells Fargo,Closed with non-monetary relief,Yes,
18882,1208064,Credit reporting,,Unable to get credit report/credit score,Problem getting report or credit score,CA,94403.0,2015-01-24,2015-01-24,Equifax,Closed with explanation,Yes,Yes
16248,1215567,Credit reporting,,Incorrect information on credit report,Account status,NJ,8648.0,2015-01-29,2015-02-11,Experian,Closed with non-monetary relief,Yes,
27852,1179220,Credit card,,Identity theft / Fraud / Embezzlement,,FL,33616.0,2015-01-02,2015-01-08,Capital One,Closed with explanation,Yes,Yes
27484,1179627,Consumer loan,Vehicle loan,Taking out the loan or lease,,MN,55311.0,2015-01-03,2015-01-03,U.S. Bancorp,Closed with explanation,Yes,No
5032,1256846,Credit reporting,,Credit reporting company's investigation,Investigation took too long,FL,33545.0,2015-02-25,2015-02-25,Equifax,Closed with explanation,Yes,
7251,1246303,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,TX,75062.0,2015-02-19,2015-02-19,JPMorgan Chase,Closed with explanation,Yes,
25910,1184226,Consumer loan,Vehicle loan,Problems when you are unable to pay,,IL,60507.0,2015-01-07,2015-01-12,Exeter Finance Corp,Closed with explanation,Yes,
7353,1246983,Credit reporting,,Incorrect information on credit report,Information is not mine,MD,20754.0,2015-02-19,2015-03-09,Experian,In progress,Yes,
2949,1263812,Credit reporting,,Incorrect information on credit report,Information is not mine,IN,46131.0,2015-03-02,2015-03-02,Equifax,Closed with explanation,Yes,
351,1280655,Credit reporting,,Incorrect information on credit report,Account status,CA,93536.0,2015-03-12,2015-03-12,Experian,Closed with non-monetary relief,Yes,
19566,1207884,Credit reporting,,Incorrect information on credit report,Information is not mine,DE,19904.0,2015-01-23,2015-01-24,Equifax,Closed with explanation,Yes,
22305,1197060,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,VA,20147.0,2015-01-16,2015-01-16,Bank of America,Closed with non-monetary relief,Yes,
26581,1183239,Debt collection,Payday loan,Disclosure verification of debt,Not given enough info to verify debt,MI,48238.0,2015-01-06,2015-01-07,Unified Global Group,Closed with explanation,Yes,No
9068,1241490,Mortgage,Conventional fixed mortgage,Settlement process and costs,,MI,48195.0,2015-02-16,2015-02-16,"Caliber Home Loans, Inc",Closed with explanation,Yes,
27463,1179612,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,CA,95762.0,2015-01-03,2015-01-03,"Investment Retrievers, Inc.",Closed with explanation,Yes,No
2900,1263366,Bank account or service,Other bank product/service,"Account opening, closing, or management",,CA,91343.0,2015-03-02,2015-03-02,Wells Fargo,Closed with explanation,Yes,
4672,1256247,Bank account or service,Other bank product/service,"Making/receiving payments, sending money",,TX,77008.0,2015-02-25,2015-02-25,Bank of America,Closed with monetary relief,Yes,
19808,1205679,Debt collection,,Disclosure verification of debt,Not given enough info to verify debt,TX,75227.0,2015-01-22,2015-01-23,Encore Capital Group,Closed with explanation,Yes,
22770,1195406,Mortgage,Home equity loan or line of credit,"Loan servicing, payments, escrow account",,MO,63115.0,2015-01-15,2015-02-18,JPMorgan Chase,Closed,Yes,
14460,1222596,Debt collection,Non-federal student loan,Cont'd attempts collect debt not owed,Debt was paid,MA,2035.0,2015-02-03,2015-02-06,Citibank,Closed with explanation,Yes,
22435,1196226,Bank account or service,Checking account,"Making/receiving payments, sending money",,AZ,85323.0,2015-01-15,2015-01-21,Capital One,Closed with monetary relief,Yes,
12567,1229245,Debt collection,Medical,Communication tactics,Threatened to take legal action,OR,97404.0,2015-02-06,2015-02-11,"Ray Klein, Inc.",Closed,Yes,
705,1275170,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was paid,MA,1527.0,2015-03-10,2015-03-10,"Stallings Financial Group, Inc.",Closed with explanation,Yes,Yes
2647,1266470,Debt collection,Auto,Improper contact or sharing of info,Contacted me after I asked not to,AZ,85028.0,2015-03-03,2015-03-04,Sierra Holdings LLC,Closed with explanation,Yes,
18401,1209650,Debt collection,,Communication tactics,Frequent or repeated calls,NJ,8886.0,2015-01-26,2015-01-27,Encore Capital Group,Closed with non-monetary relief,Yes,
23210,1193602,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,CA,92618.0,2015-01-14,2015-01-14,JPMorgan Chase,Closed with explanation,Yes,
23072,1193201,Bank account or service,Checking account,"Making/receiving payments, sending money",,GA,30135.0,2015-01-14,2015-01-16,Wells Fargo,Closed with explanation,Yes,
24631,1189297,Student loan,Non-federal student loan,Dealing with my lender or servicer,,NC,27932.0,2015-01-10,2015-01-10,JPMorgan Chase,Closed with explanation,Yes,No
3694,1260789,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,AZ,85286.0,2015-02-27,2015-03-06,JPMorgan Chase,Closed with explanation,Yes,
1512,1270427,Credit reporting,,Incorrect information on credit report,Public record,,31632.0,2015-03-06,2015-03-06,Experian,Closed with non-monetary relief,Yes,
23239,1191836,Credit reporting,,Incorrect information on credit report,Account status,VA,22192.0,2015-01-14,2015-01-26,Equifax,Closed with explanation,Yes,
26033,1184399,Credit reporting,,Incorrect information on credit report,Account status,OH,44111.0,2015-01-07,2015-01-07,TransUnion,Closed with explanation,Yes,No
9857,1239424,Student loan,Non-federal student loan,Can't repay my loan,,MA,1375.0,2015-02-12,2015-02-13,Navient,Closed with explanation,Yes,
6892,1249382,Student loan,Non-federal student loan,Dealing with my lender or servicer,,FL,33606.0,2015-02-20,2015-02-20,AES/PHEAA,Closed with non-monetary relief,Yes,
19650,1203634,Money transfers,Domestic (US) money transfer,Other transaction issues,,CA,94606.0,2015-01-22,2015-01-22,Bank of America,Closed with explanation,Yes,
8629,1242822,Credit card,,Identity theft / Fraud / Embezzlement,,OH,43119.0,2015-02-17,2015-02-23,Citibank,Closed with explanation,Yes,
27872,1179259,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,CA,91331.0,2015-01-02,2015-01-02,Equifax,Closed with explanation,Yes,Yes
25598,1186224,Credit card,,Payoff process,,VA,23238.0,2015-01-08,2015-01-12,Amex,Closed with explanation,Yes,
14518,1224004,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,MN,55945.0,2015-02-03,2015-02-09,TCF National Bank,Closed with explanation,Yes,
550,1277018,Credit reporting,,Incorrect information on credit report,Public record,FL,34465.0,2015-03-11,2015-03-11,Experian,Closed with explanation,Yes,
20899,1198903,Debt collection,Auto,Cont'd attempts collect debt not owed,Debt resulted from identity theft,IL,60655.0,2015-01-20,2015-01-23,"CarMax, Inc.",Closed with explanation,Yes,
217,1283516,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,CA,91750.0,2015-03-14,2015-03-15,Wells Fargo,Closed with non-monetary relief,Yes,
24161,1191025,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was paid,CO,80538.0,2015-01-12,2015-01-15,"Professional Finance Company, Inc.",Closed with explanation,Yes,Yes
16902,1213311,Debt collection,,Disclosure verification of debt,Not disclosed as an attempt to collect,NE,68114.0,2015-01-28,2015-02-03,Source Receivables Management LLC,Closed with explanation,Yes,
911,1273514,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,TX,78681.0,2015-03-09,2015-03-13,Veripro Solutions Inc.,Closed with explanation,Yes,
10351,1238638,Credit card,,Closing/Cancelling account,,MI,48103.0,2015-02-12,2015-02-13,Discover,Closed with explanation,Yes,
10182,1240626,Credit card,,Identity theft / Fraud / Embezzlement,,CA,90291.0,2015-02-12,2015-02-13,Amex,Closed with explanation,Yes,
27607,1178224,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,FL,33993.0,2015-01-02,2015-01-02,"PennyMac Loan Services, LLC",Closed with explanation,Yes,No
10628,1237158,Bank account or service,Checking account,"Account opening, closing, or management",,TX,77062.0,2015-02-11,2015-02-11,Wells Fargo,Closed with explanation,Yes,
27732,1178935,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,NY,11022.0,2015-01-02,2015-01-06,Santander Consumer USA,Closed with explanation,Yes,No
52,1287443,Credit reporting,,Incorrect information on credit report,Personal information,MI,48473.0,2015-03-17,2015-03-17,TransUnion,Closed with non-monetary relief,Yes,
16181,1216607,Credit reporting,,Incorrect information on credit report,Information is not mine,SC,29730.0,2015-01-29,2015-01-29,TransUnion,In progress,Yes,
288,1282971,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,NC,27511.0,2015-03-13,2015-03-13,Equifax,Closed with non-monetary relief,Yes,
5115,1257200,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,VA,22202.0,2015-02-24,2015-03-09,"Enhanced Recovery Company, LLC",Closed with explanation,Yes,
17998,1212190,Bank account or service,Checking account,Deposits and withdrawals,,SC,29301.0,2015-01-27,2015-01-27,Wells Fargo,Closed with monetary relief,Yes,
21739,1198396,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,CT,6795.0,2015-01-18,2015-01-18,Equifax,Closed with explanation,Yes,Yes
1791,1270739,Bank account or service,Savings account,"Making/receiving payments, sending money",,IL,60015.0,2015-03-05,2015-03-11,Ocwen,Closed with explanation,Yes,
17448,1213483,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt is not mine,AR,72584.0,2015-01-27,2015-01-28,"Hood & Stacy, P.A.",In progress,Yes,
19099,1207274,Credit reporting,,Incorrect information on credit report,Account status,WI,54817.0,2015-01-23,2015-01-26,Experian,Closed with non-monetary relief,Yes,
